CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage
984,44,Male,31,65.26,Month-to-Month,DSL,2023.06,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,783.1200000000001,65.26,783.1200000000001,Established
985,44,Male,12,44.64,Two-Year,No Internet,535.6800000000001,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,535.6800000000001,44.64,535.6800000000001,Developing
986,33,Male,4,96.09,Month-to-Month,Fiber Optic,384.36,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1153.08,96.09,1153.08,New
987,60,Male,38,48.79,Month-to-Month,No Internet,1854.02,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Low,585.48,48.79,585.48,Established
988,53,Male,42,35.27,Two-Year,No Internet,1481.34,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,423.24,35.27,423.24,Established
989,42,Male,12,79.71,Month-to-Month,DSL,956.52,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,956.52,79.71,956.52,Developing
990,45,Male,1,83.57,One-Year,Fiber Optic,83.57,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1002.8399999999999,83.57,1002.8399999999999,New
991,47,Female,9,108.47,Two-Year,No Internet,976.23,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1301.6399999999999,108.47,1301.6399999999999,Developing
992,24,Male,32,81.93,Month-to-Month,Fiber Optic,2621.76,Yes,Yes,1,Expected Range,Expected Range,Under 25,25-48 Months,High,983.1600000000001,81.93,983.1600000000001,Established
993,42,Female,46,61.09,Month-to-Month,No Internet,2810.1400000000003,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,733.08,61.09,733.08,Established
994,38,Male,4,102.27,One-Year,Fiber Optic,409.08,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1227.24,102.27,1227.24,New
995,34,Female,1,78.63,Month-to-Month,DSL,78.63,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,943.56,78.63,943.56,New
996,42,Male,41,37.14,Month-to-Month,Fiber Optic,1522.74,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,445.68,37.14,445.68,Established
997,62,Male,9,80.93,Month-to-Month,No Internet,728.3700000000001,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,971.1600000000001,80.93,971.1600000000001,Developing
998,51,Female,15,111.72,Month-to-Month,Fiber Optic,1675.8,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1340.6399999999999,111.72,1340.6399999999999,Developing
999,39,Male,68,65.67,One-Year,No Internet,4465.56,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,788.04,65.67,788.04,Loyal
1000,50,Male,1,56.67,Month-to-Month,No Internet,56.67,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,680.04,56.67,680.04,New
